herkunft,geschlecht,name,preis,zimmer,flaeche,stadt,einladung
deutsch,männlich,Stephan Braun,699,2,58,frankfurt,TRUE
polnisch,männlich,Mikolaj Janowski,699,2,58,frankfurt,TRUE
polnisch,weiblich,Milena Adamowicz,400,2.5,50,dortmund,TRUE
deutsch,männlich,Carsten Meier,699,2,58,frankfurt,TRUE
deutsch,weiblich,Nina Weiss,400,2.5,50,dortmund,TRUE
italienisch,weiblich,Vittoria di Lauro,400,2.5,50,dortmund,TRUE
italienisch,männlich,Stefano Loguercio,699,2,58,frankfurt,TRUE
arabisch,männlich,Ismail Hamed,435,1.5,41.35,frankfurt,TRUE
deutsch,männlich,Lovis Kuhn,699,2,58,frankfurt,TRUE
italienisch,männlich,Stefano Loguercio,540,2,53,frankfurt,TRUE
deutsch,männlich,Stephan Braun,540,2,53,frankfurt,TRUE
deutsch,männlich,Daniel Buschle,430,2,52,nürnberg,TRUE
deutsch,weiblich,Hanna Berg,307,1,39.8,berlin,TRUE
arabisch,weiblich,Maryam Abedini,307,1,39.8,berlin,TRUE
arabisch,weiblich,Maryam Abedini,340,3,58.4,leipzig,TRUE
deutsch,weiblich,Hanna Berg,340,3,58.4,leipzig,TRUE
italienisch,weiblich,Vittoria di Lauro,340,3,58.4,leipzig,TRUE
italienisch,weiblich,Vittoria di Lauro,430,1,34,köln,FALSE
polnisch,weiblich,Milena Adamowicz,430,1,34,köln,FALSE
türkisch,weiblich,Aylin Demirci,595,1,36,münchen,FALSE
deutsch,weiblich,Hanna Berg,595,1,36,münchen,FALSE
arabisch,weiblich,Maryam Abedini,595,1,36,münchen,FALSE
deutsch,weiblich,Nina Weiss,690,2,53,frankfurt,TRUE
türkisch,weiblich,Aylin Demirci,690,2,53,frankfurt,TRUE
arabisch,weiblich,Maryam Abedini,690,2,53,frankfurt,TRUE
italienisch,männlich,Stefano Loguercio,250,2,49,leipzig,FALSE
deutsch,männlich,Carsten Meier,356.16,2,59.36,magdeburg,TRUE
italienisch,weiblich,Vittoria di Lauro,530,1,38,köln,TRUE
deutsch,männlich,Daniel Buschle,356.16,2,59.36,magdeburg,TRUE
polnisch,weiblich,Milena Adamowicz,380,1,43.59,nürnberg,TRUE
deutsch,weiblich,Hanna Berg,530,1,38,köln,TRUE
arabisch,männlich,Ismail Hamed,356.16,2,59.36,magdeburg,TRUE
deutsch,männlich,Lovis Kuhn,356.16,2,59.36,magdeburg,TRUE
deutsch,männlich,Daniel Buschle,400,1.5,40.82,frankfurt,TRUE
deutsch,männlich,Carsten Meier,550,1.5,47,hamburg,TRUE
deutsch,weiblich,Nina Weiss,440,2,44.29,frankfurt,TRUE
polnisch,weiblich,Milena Adamowicz,440,2,44.29,frankfurt,TRUE
arabisch,weiblich,Maryam Abedini,440,2,44.29,frankfurt,TRUE
polnisch,männlich,Mikolaj Janowski,356.16,2,59.36,magdeburg,TRUE
italienisch,weiblich,Vittoria di Lauro,240,1,32,dresden,TRUE
deutsch,weiblich,Hanna Berg,240,1,32,dresden,TRUE
türkisch,weiblich,Aylin Demirci,240,1,32,dresden,TRUE
deutsch,weiblich,Hanna Berg,313.17,1,51.34,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,313.17,1,51.34,hamburg,FALSE
arabisch,weiblich,Maryam Abedini,313.17,1,51.34,hamburg,FALSE
deutsch,weiblich,Hanna Berg,380,1,43.59,nürnberg,TRUE
italienisch,weiblich,Vittoria di Lauro,167.02,1,32.12,magdeburg,TRUE
deutsch,weiblich,Nina Weiss,198,1,31,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,198,1,31,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,349.3,2,49.9,dresden,FALSE
polnisch,weiblich,Milena Adamowicz,349.3,2,49.9,dresden,FALSE
deutsch,weiblich,Hanna Berg,349.3,2,49.9,dresden,FALSE
polnisch,weiblich,Milena Adamowicz,650,1,34,münchen,TRUE
arabisch,weiblich,Maryam Abedini,176,1,32.61,leipzig,TRUE
polnisch,weiblich,Milena Adamowicz,176,1,32.61,leipzig,TRUE
arabisch,männlich,Ismail Hamed,259.59,2,35.54,berlin,TRUE
deutsch,weiblich,Hanna Berg,319,1,32.23,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,259.59,2,35.54,berlin,TRUE
deutsch,männlich,Stephan Braun,259.59,2,35.54,berlin,TRUE
arabisch,weiblich,Maryam Abedini,319,1,32.23,hamburg,TRUE
deutsch,weiblich,Nina Weiss,176,1,32.61,leipzig,TRUE
polnisch,männlich,Mikolaj Janowski,310,2,46,leipzig,TRUE
türkisch,männlich,Haimt Yilmaz,310,2,46,leipzig,TRUE
deutsch,männlich,Stephan Braun,310,2,46,leipzig,TRUE
deutsch,männlich,Daniel Buschle,443.76,2.5,56,hamburg,TRUE
deutsch,weiblich,Hanna Berg,555,1.5,37,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,555,1.5,37,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,443.76,2.5,56,hamburg,TRUE
türkisch,weiblich,Aylin Demirci,555,1.5,37,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,443.76,2.5,56,hamburg,TRUE
deutsch,männlich,Daniel Buschle,480,2,48,köln,TRUE
deutsch,weiblich,Nina Weiss,218.5,1,30.3,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,500,2,51.66,köln,FALSE
polnisch,männlich,Mikolaj Janowski,320.12,2,45.26,berlin,FALSE
deutsch,männlich,Lovis Kuhn,500,2,51.66,köln,FALSE
arabisch,männlich,Ismail Hamed,500,2,51.66,köln,TRUE
deutsch,männlich,Carsten Meier,500,2,51.66,köln,FALSE
deutsch,männlich,Stephan Braun,500,2,51.66,köln,FALSE
deutsch,männlich,Daniel Buschle,360,1,40,dresden,TRUE
polnisch,männlich,Mikolaj Janowski,360,1,40,dresden,TRUE
italienisch,männlich,Stefano Loguercio,360,1,40,dresden,TRUE
deutsch,männlich,Carsten Meier,390.94,1.5,53.38,berlin,TRUE
deutsch,männlich,Lovis Kuhn,390.94,1.5,53.38,berlin,TRUE
deutsch,weiblich,Nina Weiss,580,1,43,münchen,TRUE
deutsch,männlich,Stephan Braun,363,2,41.45,dortmund,TRUE
türkisch,männlich,Haimt Yilmaz,363,2,41.45,dortmund,TRUE
arabisch,männlich,Ismail Hamed,363,2,41.45,dortmund,TRUE
deutsch,männlich,Daniel Buschle,299.09,2,54.38,dortmund,FALSE
deutsch,weiblich,Hanna Berg,390,1,42,köln,TRUE
deutsch,weiblich,Nina Weiss,475,1,45,köln,TRUE
italienisch,weiblich,Vittoria di Lauro,475,1,45,köln,TRUE
deutsch,männlich,Carsten Meier,254.75,1,36.55,berlin,TRUE
deutsch,männlich,Stephan Braun,254.75,1,36.55,berlin,TRUE
deutsch,männlich,Lovis Kuhn,254.75,1,36.55,berlin,TRUE
deutsch,männlich,Stephan Braun,515,1,36,hamburg,TRUE
arabisch,männlich,Ismail Hamed,254.75,1,36.55,berlin,TRUE
deutsch,weiblich,Hanna Berg,541,2,47,köln,FALSE
polnisch,weiblich,Milena Adamowicz,541,2,47,köln,FALSE
deutsch,weiblich,Hanna Berg,541,2,47,köln,FALSE
polnisch,weiblich,Milena Adamowicz,541,2,47,köln,FALSE
deutsch,weiblich,Hanna Berg,409.4,1,35.6,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,409.4,1,35.6,berlin,TRUE
türkisch,weiblich,Aylin Demirci,409.4,1,35.6,berlin,TRUE
polnisch,männlich,Mikolaj Janowski,500,2,47,köln,TRUE
italienisch,männlich,Stefano Loguercio,500,2,47,köln,TRUE
deutsch,männlich,Stephan Braun,500,2,47,köln,TRUE
deutsch,weiblich,Nina Weiss,405,2,54,berlin,TRUE
türkisch,weiblich,Aylin Demirci,330.04,2,59.18,dortmund,TRUE
italienisch,weiblich,Vittoria di Lauro,330.04,2,59.18,dortmund,TRUE
deutsch,weiblich,Hanna Berg,330.04,2,59.18,dortmund,TRUE
polnisch,weiblich,Milena Adamowicz,350,3,57,berlin,TRUE
deutsch,weiblich,Nina Weiss,450,2,60,berlin,TRUE
deutsch,männlich,Lovis Kuhn,400,3,50,köln,TRUE
deutsch,männlich,Daniel Buschle,367.39,1,34.84,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,295,1,33,berlin,TRUE
deutsch,weiblich,Hanna Berg,295,1,33,berlin,TRUE
arabisch,weiblich,Maryam Abedini,295,1,33,berlin,TRUE
türkisch,weiblich,Aylin Demirci,274.13,1,32.25,dresden,TRUE
deutsch,weiblich,Hanna Berg,299,3,53.66,dortmund,TRUE
deutsch,männlich,Stephan Braun,550,2,51,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,550,2,51,hamburg,TRUE
arabisch,männlich,Ismail Hamed,550,2,51,hamburg,TRUE
deutsch,männlich,Carsten Meier,336,2,44.27,dresden,TRUE
deutsch,männlich,Lovis Kuhn,336,2,44.27,dresden,TRUE
polnisch,weiblich,Milena Adamowicz,299,3,53.66,dortmund,TRUE
deutsch,männlich,Stephan Braun,720,2,45,frankfurt,TRUE
deutsch,männlich,Stephan Braun,250,2,49,leipzig,FALSE
arabisch,männlich,Ismail Hamed,250,2,49,leipzig,FALSE
deutsch,weiblich,Nina Weiss,334.8,2,54,leipzig,TRUE
italienisch,weiblich,Vittoria di Lauro,334.8,2,54,leipzig,TRUE
arabisch,weiblich,Maryam Abedini,334.8,2,54,leipzig,TRUE
deutsch,männlich,Stephan Braun,453,1,43.5,berlin,TRUE
deutsch,männlich,Lovis Kuhn,345,1,34,nürnberg,TRUE
deutsch,männlich,Carsten Meier,345,1,34,nürnberg,FALSE
deutsch,männlich,Stephan Braun,345,1,34,nürnberg,TRUE
italienisch,weiblich,Vittoria di Lauro,500,1,45,köln,FALSE
deutsch,weiblich,Hanna Berg,500,1,45,köln,FALSE
polnisch,weiblich,Milena Adamowicz,500,1,45,köln,FALSE
deutsch,männlich,Daniel Buschle,735,2,60,frankfurt,TRUE
deutsch,weiblich,Nina Weiss,345,2.5,52.98,leipzig,TRUE
polnisch,weiblich,Milena Adamowicz,345,2.5,52.98,leipzig,TRUE
deutsch,weiblich,Nina Weiss,396,2,40.45,hamburg,TRUE
deutsch,weiblich,Hanna Berg,394.4,2,49.3,magdeburg,TRUE
italienisch,weiblich,Vittoria di Lauro,394.4,2,49.3,magdeburg,TRUE
polnisch,weiblich,Milena Adamowicz,394.4,2,49.3,magdeburg,TRUE
deutsch,männlich,Carsten Meier,500,2,50,hamburg,FALSE
italienisch,männlich,Stefano Loguercio,500,2,50,hamburg,FALSE
deutsch,männlich,Lovis Kuhn,500,2,50,hamburg,FALSE
deutsch,männlich,Daniel Buschle,500,2,50,hamburg,TRUE
türkisch,weiblich,Aylin Demirci,276.71,1,32.6,berlin,TRUE
arabisch,weiblich,Maryam Abedini,276.71,1,32.6,berlin,TRUE
deutsch,weiblich,Hanna Berg,276.71,1,32.6,berlin,TRUE
deutsch,männlich,Lovis Kuhn,263.59,2,39.74,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,341.44,2,52.08,berlin,TRUE
arabisch,männlich,Ismail Hamed,263.59,2,39.74,berlin,FALSE
deutsch,männlich,Stephan Braun,340,2,56,dresden,TRUE
deutsch,männlich,Stephan Braun,312.98,3,57.96,magdeburg,TRUE
türkisch,männlich,Haimt Yilmaz,312.98,3,57.96,magdeburg,TRUE
türkisch,weiblich,Aylin Demirci,450,1.5,56,hamburg,FALSE
türkisch,weiblich,Aylin Demirci,390,2,57.5,dresden,TRUE
italienisch,weiblich,Vittoria di Lauro,390,2,57.5,dresden,FALSE
polnisch,weiblich,Milena Adamowicz,450,1.5,56,hamburg,TRUE
deutsch,weiblich,Hanna Berg,450,1.5,56,hamburg,TRUE
türkisch,weiblich,Aylin Demirci,390,2,49.47,dresden,TRUE
arabisch,weiblich,Maryam Abedini,390,2,49.47,dresden,TRUE
deutsch,weiblich,Nina Weiss,390,2,49.47,dresden,TRUE
deutsch,männlich,Carsten Meier,263.59,2,39.74,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,341.44,2,52.08,berlin,TRUE
türkisch,weiblich,Aylin Demirci,350,1,34,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,396,2,40.45,hamburg,TRUE
italienisch,weiblich,Vittoria di Lauro,396,2,40.45,hamburg,TRUE
deutsch,weiblich,Nina Weiss,274.13,1,32.25,dresden,TRUE
italienisch,weiblich,Vittoria di Lauro,274.13,1,32.25,dresden,TRUE
türkisch,männlich,Haimt Yilmaz,254.72,1,31.84,dresden,TRUE
polnisch,weiblich,Milena Adamowicz,531,1.5,45,berlin,TRUE
türkisch,weiblich,Aylin Demirci,531,1.5,45,berlin,TRUE
deutsch,weiblich,Nina Weiss,531,1.5,45,berlin,TRUE
deutsch,weiblich,Hanna Berg,341.44,2,52.08,berlin,TRUE
deutsch,männlich,Carsten Meier,699,2,58,frankfurt,TRUE
deutsch,männlich,Lovis Kuhn,699,2,58,frankfurt,TRUE
deutsch,männlich,Stephan Braun,699,2,58,frankfurt,TRUE
polnisch,männlich,Mikolaj Janowski,699,2,58,frankfurt,TRUE
arabisch,männlich,Ismail Hamed,485.94,2,52.22,berlin,FALSE
italienisch,männlich,Stefano Loguercio,699,2,58,frankfurt,TRUE
deutsch,weiblich,Hanna Berg,446,1,31,berlin,TRUE
arabisch,männlich,Ismail Hamed,265,2,52,leipzig,TRUE
deutsch,männlich,Stephan Braun,265,2,52,leipzig,TRUE
deutsch,weiblich,Nina Weiss,405,2,45,köln,TRUE
deutsch,weiblich,Hanna Berg,460,3,54,köln,TRUE
deutsch,weiblich,Hanna Berg,350,1,34,berlin,TRUE
deutsch,weiblich,Hanna Berg,350,1,34,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,350,1,34,berlin,TRUE
deutsch,männlich,Carsten Meier,310,2,55.31,leipzig,TRUE
deutsch,männlich,Stephan Braun,310,2,55.31,leipzig,TRUE
deutsch,männlich,Lovis Kuhn,310,2,55.31,leipzig,TRUE
türkisch,männlich,Haimt Yilmaz,258.5,2,55,leipzig,FALSE
italienisch,männlich,Stefano Loguercio,525,1,30,frankfurt,TRUE
deutsch,männlich,Daniel Buschle,525,1,30,frankfurt,TRUE
italienisch,weiblich,Vittoria di Lauro,535,2,53.38,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,189,1,35,leipzig,TRUE
deutsch,weiblich,Nina Weiss,173.5,1,30.07,leipzig,FALSE
arabisch,weiblich,Maryam Abedini,535,2,53.38,berlin,TRUE
deutsch,weiblich,Nina Weiss,535,2,53.38,berlin,TRUE
türkisch,weiblich,Aylin Demirci,173.5,1,30.07,leipzig,TRUE
arabisch,weiblich,Maryam Abedini,173.5,1,30.07,leipzig,TRUE
arabisch,männlich,Ismail Hamed,258.5,2,55,leipzig,TRUE
arabisch,männlich,Ismail Hamed,189,1,35,leipzig,TRUE
deutsch,männlich,Carsten Meier,356.16,2,59.36,magdeburg,TRUE
deutsch,männlich,Carsten Meier,580,2,55,köln,TRUE
italienisch,weiblich,Vittoria di Lauro,340,1,35.4,berlin,TRUE
deutsch,weiblich,Hanna Berg,550,2,47,köln,FALSE
polnisch,weiblich,Milena Adamowicz,550,2,47,köln,FALSE
türkisch,weiblich,Aylin Demirci,415,2,58,nürnberg,TRUE
arabisch,weiblich,Maryam Abedini,650,2.5,60,hamburg,FALSE
türkisch,weiblich,Aylin Demirci,650,2.5,60,hamburg,FALSE
deutsch,weiblich,Hanna Berg,650,2.5,60,hamburg,FALSE
deutsch,weiblich,Hanna Berg,415,2,58,nürnberg,TRUE
türkisch,weiblich,Aylin Demirci,399.5,2,47,berlin,TRUE
türkisch,weiblich,Aylin Demirci,437,2,55,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,415,2,58,nürnberg,TRUE
italienisch,weiblich,Vittoria di Lauro,399.5,2,47,berlin,TRUE
türkisch,weiblich,Aylin Demirci,340,1,35.4,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,535,1,37,hamburg,TRUE
deutsch,weiblich,Nina Weiss,340,1,35.4,berlin,TRUE
türkisch,weiblich,Aylin Demirci,345.91,2,59.95,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,345.91,2,59.95,berlin,TRUE
deutsch,weiblich,Nina Weiss,399.5,2,47,berlin,TRUE
deutsch,weiblich,Nina Weiss,345.91,2,59.95,berlin,TRUE
deutsch,männlich,Lovis Kuhn,830,1,37.17,münchen,FALSE
türkisch,weiblich,Aylin Demirci,357,3,60,leipzig,TRUE
deutsch,männlich,Daniel Buschle,590,2,46,frankfurt,TRUE
deutsch,männlich,Carsten Meier,489,2,57.57,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,489,2,57.57,berlin,TRUE
deutsch,männlich,Stephan Braun,489,2,57.57,berlin,TRUE
deutsch,weiblich,Nina Weiss,230,2,46,dresden,TRUE
deutsch,weiblich,Nina Weiss,441.9,2,60,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,441.9,2,60,berlin,TRUE
türkisch,weiblich,Aylin Demirci,441.9,2,60,berlin,TRUE
deutsch,männlich,Carsten Meier,456,1,38,köln,TRUE
deutsch,männlich,Stephan Braun,456,1,38,köln,TRUE
türkisch,weiblich,Aylin Demirci,665,1,55,frankfurt,TRUE
polnisch,weiblich,Milena Adamowicz,665,1,55,frankfurt,TRUE
deutsch,weiblich,Hanna Berg,665,1,55,frankfurt,TRUE
türkisch,männlich,Haimt Yilmaz,720,2,43.1,münchen,FALSE
türkisch,weiblich,Aylin Demirci,265.15,2.5,53,dortmund,TRUE
polnisch,weiblich,Milena Adamowicz,265.15,2.5,53,dortmund,TRUE
deutsch,weiblich,Nina Weiss,265.15,2.5,53,dortmund,TRUE
deutsch,männlich,Stephan Braun,399,1,37.03,berlin,TRUE
deutsch,weiblich,Nina Weiss,370,3.5,55.38,dortmund,TRUE
deutsch,männlich,Stephan Braun,309.64,3,57.34,magdeburg,TRUE
deutsch,männlich,Carsten Meier,280.39,2,44,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,280.39,2,44,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,309.64,3,57.34,magdeburg,TRUE
deutsch,männlich,Stephan Braun,326.89,2,56,hamburg,TRUE
arabisch,männlich,Ismail Hamed,326.89,2,56,hamburg,TRUE
deutsch,weiblich,Hanna Berg,473.69,2,51.1,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,473.69,2,51.1,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,473.69,2,51.1,berlin,TRUE
deutsch,männlich,Stephan Braun,399,1,37.03,berlin,TRUE
deutsch,weiblich,Nina Weiss,300,2,59.6,magdeburg,TRUE
polnisch,weiblich,Milena Adamowicz,300,2,59.6,magdeburg,TRUE
italienisch,weiblich,Vittoria di Lauro,300,2,59.6,magdeburg,TRUE
deutsch,männlich,Carsten Meier,380,2,43,nürnberg,TRUE
türkisch,männlich,Haimt Yilmaz,380,2,43,nürnberg,TRUE
deutsch,männlich,Stephan Braun,380,2,43,nürnberg,TRUE
deutsch,männlich,Lovis Kuhn,380,2,43,nürnberg,TRUE
deutsch,weiblich,Hanna Berg,555,2.5,60,hamburg,TRUE
italienisch,weiblich,Vittoria di Lauro,555,2.5,60,hamburg,TRUE
arabisch,weiblich,Maryam Abedini,326.57,2,52.92,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,326.57,2,52.92,berlin,TRUE
deutsch,weiblich,Nina Weiss,326.57,2,52.92,berlin,FALSE
türkisch,männlich,Haimt Yilmaz,397.49,2,55.13,berlin,TRUE
arabisch,weiblich,Maryam Abedini,327.47,1,36.96,hamburg,TRUE
italienisch,weiblich,Vittoria di Lauro,327.47,1,36.96,hamburg,TRUE
deutsch,weiblich,Hanna Berg,327.47,1,36.96,hamburg,TRUE
arabisch,weiblich,Maryam Abedini,327.47,1,36.96,hamburg,FALSE
polnisch,weiblich,Milena Adamowicz,368,1,32,frankfurt,TRUE
deutsch,weiblich,Hanna Berg,368,1,32,frankfurt,TRUE
deutsch,weiblich,Nina Weiss,168.1,1,41,dortmund,FALSE
türkisch,weiblich,Aylin Demirci,325,1.5,32.75,dortmund,TRUE
polnisch,weiblich,Milena Adamowicz,300,2,45.36,leipzig,FALSE
arabisch,männlich,Ismail Hamed,514,2,49.57,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,514,2,49.57,berlin,TRUE
deutsch,männlich,Stephan Braun,514,2,49.57,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,560,2,51,köln,TRUE
arabisch,männlich,Ismail Hamed,408,2,60,leipzig,TRUE
arabisch,männlich,Ismail Hamed,345,2,53.95,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,360,1,45,leipzig,TRUE
türkisch,männlich,Haimt Yilmaz,510,1,31,münchen,TRUE
türkisch,männlich,Haimt Yilmaz,350,1,39,berlin,TRUE
deutsch,männlich,Stephan Braun,350,1,39,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,665,1.5,50,frankfurt,TRUE
deutsch,weiblich,Nina Weiss,485,2,57,dresden,TRUE
polnisch,weiblich,Milena Adamowicz,485,2,57,dresden,TRUE
türkisch,weiblich,Aylin Demirci,485,2,57,dresden,TRUE
deutsch,weiblich,Hanna Berg,259,1,42.13,dortmund,TRUE
deutsch,weiblich,Hanna Berg,450,2,52.64,köln,TRUE
italienisch,weiblich,Vittoria di Lauro,650,1.5,33,frankfurt,TRUE
deutsch,weiblich,Nina Weiss,650,1.5,33,frankfurt,TRUE
polnisch,weiblich,Milena Adamowicz,354.6,2,59.1,leipzig,TRUE
polnisch,weiblich,Milena Adamowicz,403.86,2,57.63,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,403.86,2,57.63,berlin,TRUE
deutsch,weiblich,Hanna Berg,403.86,2,57.63,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,560,2,58,köln,TRUE
polnisch,weiblich,Milena Adamowicz,450,2,52.64,köln,TRUE
deutsch,männlich,Stephan Braun,560,2,58,köln,TRUE
deutsch,männlich,Carsten Meier,580,2,55,frankfurt,TRUE
arabisch,männlich,Ismail Hamed,580,2,55,frankfurt,TRUE
türkisch,männlich,Haimt Yilmaz,450,1,56.05,berlin,FALSE
arabisch,weiblich,Maryam Abedini,450,1,56.05,dresden,FALSE
italienisch,weiblich,Vittoria di Lauro,450,1,56.05,hamburg,FALSE
deutsch,männlich,Lovis Kuhn,450,1,56.05,köln,FALSE
deutsch,weiblich,Hanna Berg,450,1,56.05,nürnberg,FALSE
deutsch,weiblich,Hanna Berg,360,2,52.22,dresden,TRUE
polnisch,weiblich,Milena Adamowicz,360,2,52.22,dresden,TRUE
deutsch,männlich,Lovis Kuhn,640,2,52,münchen,TRUE
türkisch,weiblich,Aylin Demirci,307,1,39.8,berlin,TRUE
deutsch,weiblich,Hanna Berg,307,1,39.8,berlin,TRUE
deutsch,männlich,Carsten Meier,550,2,36.35,frankfurt,TRUE
italienisch,weiblich,Vittoria di Lauro,360,2,52.22,dresden,TRUE
arabisch,weiblich,Maryam Abedini,450,2,55,köln,TRUE
italienisch,weiblich,Vittoria di Lauro,450,2,55,köln,TRUE
deutsch,weiblich,Nina Weiss,450,2,55,köln,TRUE
deutsch,männlich,Stephan Braun,620,2,49.5,hamburg,TRUE
deutsch,männlich,Stephan Braun,860,2,51,münchen,TRUE
polnisch,männlich,Mikolaj Janowski,860,2,51,münchen,TRUE
türkisch,weiblich,Aylin Demirci,498,2,44,köln,FALSE
deutsch,weiblich,Hanna Berg,498,2,44,köln,FALSE
arabisch,weiblich,Maryam Abedini,498,2,44,köln,FALSE
italienisch,weiblich,Vittoria di Lauro,700,1.5,45.8,frankfurt,TRUE
deutsch,männlich,Lovis Kuhn,300,1,30,köln,FALSE
polnisch,weiblich,Milena Adamowicz,700,1.5,45.8,frankfurt,TRUE
deutsch,weiblich,Hanna Berg,700,1.5,45.8,frankfurt,TRUE
türkisch,männlich,Haimt Yilmaz,300,1,30,köln,TRUE
deutsch,männlich,Carsten Meier,300,1,30,köln,TRUE
deutsch,weiblich,Hanna Berg,560,2,51,köln,TRUE
polnisch,weiblich,Milena Adamowicz,560,2,51,köln,TRUE
türkisch,weiblich,Aylin Demirci,560,2,51,köln,TRUE
deutsch,weiblich,Nina Weiss,350,1,30,nürnberg,TRUE
deutsch,männlich,Daniel Buschle,296.79,2,40.38,berlin,TRUE
deutsch,männlich,Stephan Braun,325,2,53.5,dresden,TRUE
polnisch,männlich,Mikolaj Janowski,300,1,30,köln,TRUE
deutsch,männlich,Stephan Braun,300,1,30,köln,TRUE
türkisch,männlich,Haimt Yilmaz,325,2,53.5,dresden,TRUE
deutsch,männlich,Stephan Braun,325,2,53.5,dresden,TRUE
türkisch,männlich,Haimt Yilmaz,325,2,53.5,dresden,TRUE
türkisch,männlich,Haimt Yilmaz,360,1,45,leipzig,TRUE
deutsch,weiblich,Nina Weiss,650,1,50,hamburg,TRUE
arabisch,weiblich,Maryam Abedini,539,2,49,köln,TRUE
italienisch,weiblich,Vittoria di Lauro,539,2,49,köln,TRUE
italienisch,weiblich,Vittoria di Lauro,225,2,45,dortmund,FALSE
deutsch,weiblich,Hanna Berg,225,2,45,dortmund,FALSE
arabisch,weiblich,Maryam Abedini,225,2,45,dortmund,FALSE
türkisch,weiblich,Aylin Demirci,347.36,2,43.35,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,347.36,2,43.35,berlin,TRUE
deutsch,weiblich,Hanna Berg,347.36,2,43.35,berlin,TRUE
deutsch,männlich,Stephan Braun,400,1,35,köln,TRUE
deutsch,männlich,Stephan Braun,800,2,52,münchen,TRUE
italienisch,weiblich,Vittoria di Lauro,450,2,55,köln,TRUE
arabisch,weiblich,Maryam Abedini,450,2,55,köln,TRUE
deutsch,weiblich,Nina Weiss,450,2,55,köln,TRUE
deutsch,weiblich,Nina Weiss,450,2,55,köln,TRUE
arabisch,weiblich,Maryam Abedini,450,2,55,köln,TRUE
italienisch,weiblich,Vittoria di Lauro,450,2,55,köln,TRUE
deutsch,weiblich,Nina Weiss,640,2,35,frankfurt,TRUE
italienisch,weiblich,Vittoria di Lauro,640,2,35,frankfurt,TRUE
arabisch,weiblich,Maryam Abedini,640,2,35,frankfurt,TRUE
deutsch,männlich,Stephan Braun,250,2,45,dortmund,FALSE
türkisch,männlich,Haimt Yilmaz,250,2,45,dortmund,FALSE
deutsch,weiblich,Hanna Berg,500,2,56,nürnberg,TRUE
türkisch,weiblich,Aylin Demirci,500,2,56,nürnberg,TRUE
polnisch,männlich,Mikolaj Janowski,315,1.5,34.18,dresden,FALSE
deutsch,männlich,Stephan Braun,550,2,60,hamburg,TRUE
deutsch,weiblich,Nina Weiss,443,2,59.16,dresden,TRUE
deutsch,weiblich,Nina Weiss,443,2,59.16,dresden,TRUE
italienisch,weiblich,Vittoria di Lauro,500,2,56,nürnberg,TRUE
polnisch,weiblich,Milena Adamowicz,443,2,59.16,dresden,TRUE
polnisch,männlich,Mikolaj Janowski,315,1.5,34.18,dresden,FALSE
italienisch,weiblich,Vittoria di Lauro,885,2,59,münchen,FALSE
türkisch,weiblich,Aylin Demirci,885,2,59,münchen,FALSE
deutsch,weiblich,Nina Weiss,515,2,51,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,515,2,51,hamburg,TRUE
arabisch,weiblich,Maryam Abedini,515,2,51,hamburg,TRUE
türkisch,weiblich,Aylin Demirci,550,2,43,münchen,FALSE
italienisch,weiblich,Vittoria di Lauro,550,2,43,münchen,FALSE
deutsch,weiblich,Nina Weiss,550,2,43,münchen,FALSE
deutsch,männlich,Daniel Buschle,440,2,47,köln,TRUE
deutsch,männlich,Lovis Kuhn,440,2,47,köln,TRUE
